title	short_title	link	saleprice	oldprice	reviews	percentoff
ANNKE Ultra HD 4K 8-Channel H.265 CCTV Camera System W/ 1TB HDD and (4) 4K Weatherproof Cameras with EXIR LED IR Night Vision, Email Alert with Snapshots, Smart Search, Remote Access	ANNKE Ultra HD 4K 8-Chann	/ANNKE-8-Channel-Weatherproof-Cameras-Snapshots/dp/B07PDBS3P8/ref=sr_1_65?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252027&s=black-friday&sr=1-65	223.99	319.99	61	30.00093753
Square Card Reader - Accept Contactless and Chip & PIN, Apple Pay and Google Pay	Square Card Reader - Acce	/Square-Card-Reader-Accept-Contactless/dp/B06XRWD4BD/ref=sr_1_160?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252046&s=black-friday&sr=1-160	15.99	22.8	0	29.86842105
SanDisk Ultra 3D SSD 1TB up to 560MB/s Read / up to 530MB/s Write, Black	SanDisk Ultra 3D SSD 1TB 	/SanDisk-Ultra-560MB-530MB-Write/dp/B071KGRXRG/ref=sr_1_46?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252024&s=black-friday&sr=1-46	84.99	120.99	0	29.75452517
Buluri Cable Organizer Bag Portable Travel Electronics Accessories Storage Cases for Charging Cables, USB Cables, Headphone Cords, Hard Drives, Black	Buluri Cable Organizer Ba	/Buluri-Organizer-Electronics-Accessories-Headphone/dp/B0776D7ZDL/ref=sr_1_162_mod_primary_lightning_deal?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252049&s=black-friday&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D&smid=A1FS2WYNWRMAD5&sr=1-162	6.3	8.88	418	29.05405405
Crucial P5 2 TB CT2000P5SSD8 Internal Solid State Drive-up to 3400 MB/s (3D NAND, NVMe, PCIe, M.2, 2280SS)	Crucial P5 2 TB CT2000P5S	/Crucial-CT2000P5SSD8-Internal-Drive-up-2280SS/dp/B0892TWDP1/ref=sr_1_95?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252033&s=black-friday&sr=1-95	223.99	315.59	648	29.02500079
Crucial P5 2 TB CT2000P5SSD8 Internal Solid State Drive-up to 3400 MB/s (3D NAND, NVMe, PCIe, M.2, 2280SS)	Crucial P5 2 TB CT2000P5S	/Crucial-CT2000P5SSD8-Internal-Drive-up-2280SS/dp/B0892TWDP1/ref=sr_1_99?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252037&s=black-friday&sr=1-99	223.99	315.59	648	29.02500079
Seagate Game Drive for PS4 2Â TB External Hard Drive Portable HDD - USB 3.0 The Last of Us II Special Edition, Designed for PS4 (STGD2000202)	Seagate Game Drive for PS	/Seagate-Game-Drive-External-Portable/dp/B086M1WRKQ/ref=sr_1_10?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-10	63.99	89.99	0	28.89209912
Samsung T7 Touch Portable SSD - 1 TB - USB 3.2 Gen.2 External SSD Metallic Silver (MU-PC1T0S/WW)	Samsung T7 Touch Portable	/Samsung-Touch-Portable-SSD-MU-PC1T0S/dp/B082VVMNK2/ref=sr_1_30?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-30	137.99	193.99	654	28.8674674
UGREEN USB C Hub Adapter Type C to 4 Ports USB 3.0 Data Hub USB Splitter Compatible with Macbook Pro/Air 2020, iPad Pro, XPS, Zenbook, ThinkPad, Ideapad, Envy, Elitebook, more	UGREEN USB C Hub Adapter 	/UGREEN-Splitter-Portable-Extension-Compatible/dp/B07Q29N6H1/ref=sr_1_120?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252040&s=black-friday&sr=1-120	9.35	12.99	0	28.02155504
Premium Cord Hard Drive 80 Wire Flat Cable ATA133 3 Port 60 cm	Premium Cord Hard Drive 8	/Premium-Cord-Drive-Cable-ATA133/dp/B07NSV6SX9/ref=sr_1_78?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252030&s=black-friday&sr=1-78	7.49	10.36	18	27.7027027
Seagate Game Drive for Xbox, 4 TB, External Hard Drive Portable HDD, USB 3.0, White, Designed for Xbox One, Xbox Game Pass Membership, and Two-year Rescue Services (STEA4000407)	Seagate Game Drive for Xb	/Seagate-STEA4000407-TB-Game-Drive/dp/B071HXZX2C/ref=sr_1_13?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-13	79.73	109.99	0	27.51159196
SanDisk Extreme Pro 1TB Portable SSD, up to 1050 MB/s,Â  USB-C, ruggedized & water-resistant. Works with PC, Xbox and PS4	SanDisk Extreme Pro 1TB P	/SanDisk-Extreme-Portable-Ruggedized-Water-Resistant/dp/B07TMP9YLL/ref=sr_1_35?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-35	159.99	219.99	0	27.273967
Reolink 4K NVR 5MP PoE CCTV Camera Systems, with 4X 5MP Outdoor IP Cameras and 8-Channels 2TB HDD NVR Security Systems, Night Vision Audio Recording Remote Access Motion Detection, RLK8-410B4-5MP	Reolink 4K NVR 5MP PoE CC	/Reolink-Security-Surveillance-Recording-RLK8-410B4-5MP-8CH-5MP-POE-NVR-4-Bullet-Cameras/dp/B01C5JE3DS/ref=sr_1_70?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252030&s=black-friday&sr=1-70	316.79	435.59	425	27.27335338
Crucial MX500 2 TB CT2000MX500SSD1(Z)-Up to 560 MB/s (3D NAND, SATA, 2.5 Inch, Internal SSD)	Crucial MX500 2 TB CT2000	/Crucial-MX500-CT2000MX500SSD1-NAND-Internal/dp/B078C515QL/ref=sr_1_52?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252027&s=black-friday&sr=1-52	155.99	213.59	0	26.96755466
WD My Cloud 24TB EX2 Ultra 2-bay NAS, Black	WD My Cloud 24TB EX2 Ultr	/WD-Cloud-Ultra-2-bay-Black/dp/B085FBCRTD/ref=sr_1_127?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252040&s=black-friday&sr=1-127	549.99	752.48	3	26.90968531
ANNKE 8CH 5MP H.265+ CCTV Camera System, 2X 2.0MP Outdoor Waterproof Security Bullet Camera, Email APP Alert, Remote Access, Easy DIY, IR Night Vision LEDs, Smart Recording, NO HDD	ANNKE 8CH 5MP H.265+ CCTV	/ANNKE-Recorder-Weatherproof-Security-Cameras/dp/B013ANIH5I/ref=sr_1_115_mod_primary_lightning_deal?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252040&s=black-friday&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D&smid=A13Y8WF24NYSW6&sr=1-115	59.99	81.99	722	26.83254055
WD 8 TB Elements Desktop External Hard Drive - USB 3.0, Black	WD 8 TB Elements Desktop 	/WD-Elements-Desktop-Hard-Drive/dp/B07FNK6QMT/ref=sr_1_6?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-6	124.99	169.99	997	26.47214542
WD 16 TB My Cloud Pro PR4100 Professional Series 4-Bay Network Attached Storage - NAS - WDBNFA0160KBK-EESN	WD 16 TB My Cloud Pro PR4	/WD-Professional-Network-Attached-Storage/dp/B01GRFFCY0/ref=sr_1_103?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252037&s=black-friday&sr=1-103	669.99	896.13	231	25.23517793
WD 5 TB My Passport Ultra, Portable Hard Drive with Password Protection and Auto Backup Software, USB-C ready - Blue - Works with PC, Xbox X, and PS4	WD 5 TB My Passport Ultra	/Western-Digital-Passport-Ultra-WDBFTM0050BBL-WESN/dp/B07X46C64N/ref=sr_1_7?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-7	109.99	146.99	0	25.17178039
Sabrent 3.5-Inch to x2 SSD / 2.5-Inch Internal Hard Drive Mounting Kit [SATA and Power Cables included] (BK-HDCC)	Sabrent 3.5-Inch to x2 SS	/Sabrent-3-5-Inch-2-5-Inch-Internal-BK-HDCC/dp/B015MSJ1DG/ref=sr_1_14?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-14	5.98	7.99	0	25.15644556
Fire 7 Tablet | 7" display, 16 GB, Black - without Ads	Fire 7 Tablet | 7" displa	/Fire-7-Tablet---Black---16-GB/dp/B07JQRM9W4/ref=sr_1_114?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252040&s=black-friday&sr=1-114	44.99	59.99	0	25.00416736
WD 5 TB Elements Portable External Hard Drive - USB 3.0, Black	WD 5 TB Elements Portable	/WD-Elements-Portable-External-Drive/dp/B07X41PWTY/ref=sr_1_1?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-1	89.99	119.99	0	25.00208351
Corsair CC-9011111-WW Crystal Series 570X RGB Windowed Mid-Tower ATX Tempered Glass Case with RGB Case Fan - Red	Corsair CC-9011111-WW Cry	/Corsair-CC-9011111-WW-Windowed-Mid-Tower-Tempered/dp/B073D2C17W/ref=sr_1_122?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252040&s=black-friday&sr=1-122	134.99	179.99	0	25.00138897
PNY CS2130 M.2 NVMe Internal Solid State Drive (SSD) 500GB - up to 3500 MB/s Black	PNY CS2130 M.2 NVMe Inter	/PNY-CS2130-Internal-Solid-State/dp/B0869BW8MH/ref=sr_1_72?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252030&s=black-friday&sr=1-72	54.99	73.09	0	24.7639896
WD 3 TB My Passport Wireless Pro, Black	WD 3 TB My Passport Wirel	/WD-TB-Passport-Wireless-Pro/dp/B01EAOJBUQ/ref=sr_1_51?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252027&s=black-friday&sr=1-51	149.99	198.99	177	24.62435298
Reolink 4MP 8CH PoE Security Camera System, Home CCTV System with 4X 1440P Two Times 1080P Outdoor IP Cameras and 2TB Hard Drive NVR, 100ft Night Vision Audio Remote Access Recording, RLK8-420D4-4MP	Reolink 4MP 8CH PoE Secur	/Reolink-Security-Recording-Detection-RLK8-420D4-4MP/dp/B07QQRLDLX/ref=sr_1_34?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-34	276.79	365.99	102	24.37225061
Reolink PoE CCTV Security Camera, 5MP Super HD IP Camera Support Audio Bullet Outdoor Indoor Camera IR Night Vision Motion Detection Remote Access, RLC-410-5MP (Pack of 2)	Reolink PoE CCTV Security	/Reolink-Megapixels-Detection-RLC-410-5MP-Pack-5MP-Bullet-PoE-IP-Camera-Fixed-Lens-2/dp/B079L5XDNZ/ref=sr_1_106?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252037&s=black-friday&sr=1-106	72.18	94.99	460	24.01305401
Panasonic DVD-S700EB-K DVD Player with Multi Format Playback	Panasonic DVD-S700EB-K DV	/Panasonic-DVD-S700EB-K-Player-Scart-input/dp/B07RVMTQPG/ref=sr_1_61?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252027&s=black-friday&sr=1-61	34.99	45.99	0	23.9182431
Type C to HDMI Adapter, iBacakys USB-C (Type C) to HDMI DVI VGA USB 3.0 USB Hub Multiport Adapter for MacBook/MacBook Pro/Chromebook Pixel/Samsung Galaxy S8/ S8 Plus to HDTV/Monitors/Projector,Silver	Type C to HDMI Adapter, i	/iBacakys-Multiport-Chromebook-Monitors-Projector/dp/B07D9F5HTM/ref=sr_1_158_mod_primary_lightning_deal?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252046&s=black-friday&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D&smid=A3JMFDSDX01T06&sr=1-158	15.67	20.59	96	23.89509471
LaCie Rugged Mini 2TB USB 3.0 Portable 2.5 inch External Hard Drive for PC and Mac	LaCie Rugged Mini 2TB USB	/LaCie-Portable-Resistant-External-LAC9000298/dp/B00IRV005E/ref=sr_1_2?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-2	69.14	90	0	23.17777778
SANNCE POE CCTV Home Security Camera System 4CH XPOE NVR Recorder 1TB Hard Drive, 4X 5.0MP HD Indoor Outdoor Metal IP Cam (Power Over Ethernet, Easy Mobile Access with APP Alert)	SANNCE POE CCTV Home Secu	/SANNCE-POE-Security-Recorder-Ethernet/dp/B07Y575L9H/ref=sr_1_35_mod_primary_lightning_deal?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252024&s=black-friday&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D&smid=AJ76WD4GQXPJ4&sr=1-35	199.99	259.99	28	23.07781069
Seagate Expansion Portable 1 TB External Hard Drive HDD â€“ USB 3.0 for PC Laptop (STEA1000400)	Seagate Expansion Portabl	/Seagate-Expansion-Portable-PlayStation-STEA1000400/dp/B00TKFEEAS/ref=sr_1_3?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-3	35.06	45.52	0	22.97891037
ZOSI 4 Channel H.265+ 1080P Home CCTV Security Camera Systems with 1TB Hard Drive 2MP DVR with 4 Cameras 1080P Motion Detection Kits Outdoor Surveillance	ZOSI 4 Channel H.265+ 108	/ZOSI-Systems-1920x1080P-Outdoor-Surveillance/dp/B06WV9WPWW/ref=sr_1_41?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252024&s=black-friday&sr=1-41	126.39	162.99	150	22.45536536
NUBWO PS4 Headset Xbox one Stereo Gaming Headphone with Noise Cancelling with in-line Control for PS4/Xbox 1/PC	NUBWO PS4 Headset Xbox on	/NUBWO-Headset-Headphone-Cancelling-Control/dp/B07X3RGV9C/ref=sr_1_108?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252037&s=black-friday&sr=1-108	19.88	24.99	0	20.44817927
Seagate Desktop, 8 TB, External Hard Drive HDD â€“ USB 3.0 for PC Laptop and Mac and Two-year Rescue Services (STGY8000400) - Amazon Exclusive	Seagate Desktop, 8 TB, Ex	/Seagate-Expansion-External-PlayStation-STGY8000400/dp/B07DQBFQ2D/ref=sr_1_5?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-5	111.99	140.28	0	20.16680924
ANG Flirt Pole Rope Tug Dog Toy, Braided Cotton Blend Rope Outdoor Interective Toy for Pulling, Chasing, Chewing, Training (L)	ANG Flirt Pole Rope Tug D	/ANG-Braided-Outdoor-Interective-Training/dp/B0171F11BS/ref=sr_1_149?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252046&s=black-friday&sr=1-149	15.18	18.99	616	20.06319115
32GB Metal Keyring USB 2.0 Flash Drive Bulk Waterproof Thumb Drive Jump Drive Pen Drive Memory Stick Keyring,Silvery	32GB Metal Keyring USB 2.	/Metal-Waterproof-Memory-Keyring-Silvery/dp/B07GT4MSHT/ref=sr_1_125?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252040&s=black-friday&sr=1-125	5.59	6.99	921	20.0286123
AmazonBasics Double Braided Nylon USB 2.0 A to Micro B Cable | 3 Feet (0.9 m), Silver	AmazonBasics Double Braid	/AmazonBasics-Double-Braided-Nylon-Silver/dp/B074VM7J68/ref=sr_1_104?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252037&s=black-friday&sr=1-104	5.79	7.24	730	20.02762431
Netac 32G USB 3.0 Flash Drive, High Speed Swivel Design Memory Stick,Up to 90/30 MB/s(R/W) Pen Drive, Thumb Drive for Data Storage, Zip Drive and jump Drive with LED Light	Netac 32G USB 3.0 Flash D	/Netac-Swivel-Design-Memory-Storage/dp/B082V2Y47N/ref=sr_1_90?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252033&s=black-friday&sr=1-90	6.39	7.99	0	20.02503129
UGREEN USB 3.0 Extension Cable Male to Female USB Extension Cable, USB Extender Lead Compatible with Gold Plated for Oculus Rift, PS VR, HTC Vive, Card Reader, Keyboard, Printer, Scanner, Camera (2M)	UGREEN USB 3.0 Extension 	/UGREEN-10373-Extension-Extender-Oculus/dp/B00P0ES0YE/ref=sr_1_107?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252037&s=black-friday&sr=1-107	7.19	8.99	0	20.02224694
EÂ·Durable Torx Screwdriver Sets T3 T4 T5 T6 T8 T9 T10 T15 Security Torx Drivers with ESD Tweezers, Magnetic Screwdrivers Precision Repair Kit for Xbox PS4 Ring Doorbell Folding knife Macbook Computer	EÂ·Durable Torx Screwdrive	/Repair-Durable-Pentaloble-Phillips-Screwdriver/dp/B01KLMQFVY/ref=sr_1_92?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252033&s=black-friday&sr=1-92	8.79	10.99	586	20.01819836
uni USB C to SD Card Reader, Memory Card Adapter [Thunderbolt 3] for SD/Micro SD Compatible for MacBook Pro 2019/2018,MacBook Air/iPad Pro 2018, Samsung Galaxy S10/S9/S8, Surface Go/Book 2-Grey	uni USB C to SD Card Read	/MicroSD-Reader-Thunderbolt-Compatible-Type-C/dp/B07DJT5GPT/ref=sr_1_147?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252046&s=black-friday&sr=1-147	9.59	11.99	0	20.01668057
ABLEWE USB to Ethernet Adapter, 4 in 1 Aluminum USB Ethernet Adapter with RJ45 10/100/1000Mbps Gigabit Network LAN Port, 3 USB 3.0 Port, for MacBook Pro,Surface Pro, XPS,etc	ABLEWE USB to Ethernet Ad	/ABLEWE-Ethernet-Adapter-Aluminum-1000Mbps/dp/B085DJLDBC/ref=sr_1_152?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252046&s=black-friday&sr=1-152	11.19	13.99	0	20.01429593
TSUPY USB 3.0 Hub, 5 in 1 Ultra-Slim USB Data Hub with 4ft Long Extension Cable, 3-Port USB 3.0 + SD/TF Card Reader High-Speed USB Splitter Adapter for PC, Laptop, Flash Drives, PS4, HDD and More	TSUPY USB 3.0 Hub, 5 in 1	/TSUPY-Adapter-Compatible-MacBook-Surface-Black/dp/B07V4KRGTM/ref=sr_1_150?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252046&s=black-friday&sr=1-150	11.99	14.99	594	20.01334223
Memory Stick For iPhone 64GB, HUGERSTONE IOS Flash Drive, 3-in-1 OTG USB Encrypted Pen Drive Compact Wireless External Storage for IOS Android Computers Black	Memory Stick For iPhone 6	/HUGERSTONE-Encrypted-Wireless-External-Computers/dp/B07VTV3CSL/ref=sr_1_155?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252046&s=black-friday&sr=1-155	15.99	19.99	0	20.010005
External CD DVD Drive, External CD DVD Drive USB 3.0, Rewriter Reader Writer Burner, Portable CD+/-RW CD-ROM DVD-ROM Optical Drive Player for Laptop,PC,Mac 10,OS,Windows 10/8/7/XP,Linux (Black)	External CD DVD Drive, Ex	/External-Rewriter-Portable-DVD-ROM-Optical/dp/B085D8DMC2/ref=sr_1_139?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252043&s=black-friday&sr=1-139	15.99	19.99	0	20.010005
Comter External CD DVD Drive, USB 3.0 USB-C CD DVD RW Reader Rewriter with SD TF Card Reader & USB-Stick Port, Super drive for Laptop PC Windows10/8/7/ Vista/XP/Mac OS and Linux	Comter External CD DVD Dr	/Comter-External-Rewriter-USB-Stick-Windows10/dp/B0892CQLL5/ref=sr_1_117?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252040&s=black-friday&sr=1-117	16.79	20.99	485	20.00952835
UGREEN Macbook Pro Adapter USB C Hub 6 IN 2 Type C Hub Adapter with SD TF Card Reader, Thunderbolt 3 Port, 3 USB 3.0 Compatible with Macbook Pro/Macbook Air 2020/2019/2018	UGREEN Macbook Pro Adapte	/UGREEN-MacBook-Thunderbolt-Delivery-Compatible-Space-Grey/dp/B07TBYFBFF/ref=sr_1_79?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252030&s=black-friday&sr=1-79	16.79	20.99	503	20.00952835
UGREEN Hard Drive Enclosure 3.5 inch External SATA Disk Caddy Reader USB 3.0 2.5 3.5 HDD SSD 16TB UASP Case Dock Station With 12V 2A Power Adapter For Windows, Linux,MacOS,PS4, Xbox,TV,Laptop,MacBook	UGREEN Hard Drive Enclosu	/UGREEN-External-Enclosure-Docking-Station-Fully-Compatible-2-5-3-5-SATA-HDD-SSD/dp/B076X4WWZY/ref=sr_1_8?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-8	18.39	22.99	903	20.00869943
USB C Hub, ABLEWE 7 in 1 USB C Adapter with 4K USB C to HDMI, 3 USB 3.0 Ports, SD/TF Card Reader, Power Delivery, Compatible for Windows,Mac OS, Surface Pro, Chrome, More USB C Devices	USB C Hub, ABLEWE 7 in 1 	/ABLEWE-Adapter-Delivery-Compatible-Windows-USB-C-HUB-7-1/dp/B08L8Z2KZR/ref=sr_1_167?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252049&s=black-friday&sr=1-167	18.39	22.99	530	20.00869943
SSK Aluminum M.2 NVME SSD Enclosure Adapter, USB 3.1 Gen 2 (10 Gbps) to NVME PCI-E M-Key Solid State Drive External Enclosure (Fits only NVMe PCIe 2242/2260/2280)	SSK Aluminum M.2 NVME SSD	/SSK-Aluminum-Enclosure-Adapter-External/dp/B07TXCMQ8B/ref=sr_1_109?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252037&s=black-friday&sr=1-109	19.99	24.99	393	20.0080032
CHOETECH USB C Hub Macbook Pro/Air, 7 in 2 USB C Hub Adapter, Thunderbolt 3 PD 100W, 4K HDMI, USB 3.0, SD/TF Card Reader Compatible with MacBook Pro 2020/2019/2018/2017, MacBook Air 2020-2018	CHOETECH USB C Hub Macboo	/CHOETECH-Thunderbolt-compatible-2016-2020-2018-2020-Space-grey/dp/B082R4C9SY/ref=sr_1_141?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252043&s=black-friday&sr=1-141	19.99	24.99	189	20.0080032
